product_name,product_type,clean_ingreds,ingredients_list,num_ingredients,price_idr,price_category,ingreds_text,ingredients_str,cluster,cluster_label
Peter Thomas Roth Cucumber Hydra-Gel Eye Masks 60 masks,Mask,"['glycerin', 'carrageenan', 'dipropylene glycol', 'ceratonia siliqua gum', 'cucumis sativus extract', 'aloe barbadenis extract', 'caffeinee', 'arnica montana extract', 'sodium hyaluronate', 'hydrolyzed collagen', 'chamomilla recutita flower oil', 'camellia sinensis extract', 'tocopheryl acetate', 'niacinamide', 'adenosine', 'allantoin', 'maltodextrin', 'ethylhexyl glycerin', 'butylene glycol', 'calcium lactate', 'castor oil', 'xanthan gum', 'dextrin', 'potassium chloride', 'disodium edta', 'castor oil', 'chlorphenesin', 'phenoxyethanol', 'ci 77019', 'parfum', 'ci 19140', 'ci 42090']","['glycerin', 'carrageenan', 'dipropylene glycol', 'ceratonia siliqua gum', 'cucumis sativus extract', 'aloe barbadenis extract', 'caffeinee', 'arnica montana extract', 'sodium hyaluronate', 'hydrolyzed collagen', 'chamomilla recutita flower oil', 'camellia sinensis extract', 'tocopheryl acetate', 'niacinamide', 'adenosine', 'allantoin', 'maltodextrin', 'ethylhexyl glycerin', 'butylene glycol', 'calcium lactate', 'castor oil', 'xanthan gum', 'dextrin', 'potassium chloride', 'disodium edta', 'castor oil', 'chlorphenesin', 'phenoxyethanol', 'ci 77019', 'parfum', 'ci 19140', 'ci 42090']",32,820000.0,High,glycerin carrageenan dipropylene glycol ceratonia siliqua gum cucumis sativus extract aloe barbadenis extract caffeinee arnica montana extract sodium hyaluronate hydrolyzed collagen chamomilla recutita flower oil camellia sinensis extract tocopheryl acetate niacinamide adenosine allantoin maltodextrin ethylhexyl glycerin butylene glycol calcium lactate castor oil xanthan gum dextrin potassium chloride disodium edta castor oil chlorphenesin phenoxyethanol ci 77019 parfum ci 19140 ci 42090,glycerin carrageenan dipropylene_glycol ceratonia_siliqua_gum cucumis_sativus_extract aloe_barbadenis_extract caffeinee arnica_montana_extract sodium_hyaluronate hydrolyzed_collagen chamomilla_recutita_flower_oil camellia_sinensis_extract tocopheryl_acetate niacinamide adenosine allantoin maltodextrin ethylhexyl_glycerin butylene_glycol calcium_lactate castor_oil xanthan_gum dextrin potassium_chloride disodium_edta castor_oil chlorphenesin phenoxyethanol ci_77019 parfum ci_19140 ci_42090,1,Hydrating & Anti-Aging
APIVITA Express Moisturizing Face Mask - Honey 2x8ml,Mask,"['glycerin', 'propanediol', 'hydroxypropyl cyclodextrin', 'sorbitol', 'propanediol', 'butyrospermum parkii', 'sodium acrylates copolymer', 'panthenol', 'mel', 'olea europaea fruit oil', 'hydrolyzed wheat protein', 'helianthus annuus seed oil', 'sideritis perfoliata extract', 'sodium hyaluronate', 'sideritis scardica extract', 'hydrolyzed wheat starch', 'commiphora myrrha oil', 'sideritis raeseri extract', 'hydroxyacetophenone', 'tocopheryl acetate', 'pentylene glycol', 'lecithin', 'ethylhexyl glycerin', 'sodium hydroxide', 'tocopherol', 'disodium edta', 'parfum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'alpha-isomethyl ionone', 'hydroxycitronellal', 'cinnamyl alcohol', 'citral', 'benzyl alcohol']","['glycerin', 'propanediol', 'hydroxypropyl cyclodextrin', 'sorbitol', 'propanediol', 'butyrospermum parkii', 'sodium acrylates copolymer', 'panthenol', 'mel', 'olea europaea fruit oil', 'hydrolyzed wheat protein', 'helianthus annuus seed oil', 'sideritis perfoliata extract', 'sodium hyaluronate', 'sideritis scardica extract', 'hydrolyzed wheat starch', 'commiphora myrrha oil', 'sideritis raeseri extract', 'hydroxyacetophenone', 'tocopheryl acetate', 'pentylene glycol', 'lecithin', 'ethylhexyl glycerin', 'sodium hydroxide', 'tocopherol', 'disodium edta', 'parfum', 'benzyl salicylate', 'linalool', 'limonene', 'citronellol', 'geraniol', 'alpha-isomethyl ionone', 'hydroxycitronellal', 'cinnamyl alcohol', 'citral', 'benzyl alcohol']",37,80000.0,Low,glycerin propanediol hydroxypropyl cyclodextrin sorbitol propanediol butyrospermum parkii sodium acrylates copolymer panthenol mel olea europaea fruit oil hydrolyzed wheat protein helianthus annuus seed oil sideritis perfoliata extract sodium hyaluronate sideritis scardica extract hydrolyzed wheat starch commiphora myrrha oil sideritis raeseri extract hydroxyacetophenone tocopheryl acetate pentylene glycol lecithin ethylhexyl glycerin sodium hydroxide tocopherol disodium edta parfum benzyl salicylate linalool limonene citronellol geraniol alpha-isomethyl ionone hydroxycitronellal cinnamyl alcohol citral benzyl alcohol,glycerin propanediol hydroxypropyl_cyclodextrin sorbitol propanediol butyrospermum_parkii sodium_acrylates_copolymer panthenol mel olea_europaea_fruit_oil hydrolyzed_wheat_protein helianthus_annuus_seed_oil sideritis_perfoliata_extract sodium_hyaluronate sideritis_scardica_extract hydrolyzed_wheat_starch commiphora_myrrha_oil sideritis_raeseri_extract hydroxyacetophenone tocopheryl_acetate pentylene_glycol lecithin ethylhexyl_glycerin sodium_hydroxide tocopherol disodium_edta parfum benzyl_salicylate linalool limonene citronellol geraniol alpha-isomethyl_ionone hydroxycitronellal cinnamyl_alcohol citral benzyl_alcohol,0,Exfoliating & Brightening
Neutrogena Radiance Boost Hydrogel Recovery Mask 30ml,Mask,"['dipropylene glycol', 'propanediol', 'niacinamide', 'chondrus crispus extract', 'rubus fruticosus leaf extract', 'maltodextrin', 'tocopherol', 'plukenetia volubilis oil', 'castor oil', 'sucrose cocoate', 'ceratonia siliqua gum', 'potassium chloride', 'xanthan gum', 'disodium edta', 'trisodium edta', 'chlorphenesin', 'phenoxyethanol', 'parfum', 'linalool', 'benzyl salicylate', 'alpha-isomethyl ionone', 'hexyl cinnamal', 'citronellol', 'ci 14700', 'ci 19140']","['dipropylene glycol', 'propanediol', 'niacinamide', 'chondrus crispus extract', 'rubus fruticosus leaf extract', 'maltodextrin', 'tocopherol', 'plukenetia volubilis oil', 'castor oil', 'sucrose cocoate', 'ceratonia siliqua gum', 'potassium chloride', 'xanthan gum', 'disodium edta', 'trisodium edta', 'chlorphenesin', 'phenoxyethanol', 'parfum', 'linalool', 'benzyl salicylate', 'alpha-isomethyl ionone', 'hexyl cinnamal', 'citronellol', 'ci 14700', 'ci 19140']",25,70000.0,Low,dipropylene glycol propanediol niacinamide chondrus crispus extract rubus fruticosus leaf extract maltodextrin tocopherol plukenetia volubilis oil castor oil sucrose cocoate ceratonia siliqua gum potassium chloride xanthan gum disodium edta trisodium edta chlorphenesin phenoxyethanol parfum linalool benzyl salicylate alpha-isomethyl ionone hexyl cinnamal citronellol ci 14700 ci 19140,dipropylene_glycol propanediol niacinamide chondrus_crispus_extract rubus_fruticosus_leaf_extract maltodextrin tocopherol plukenetia_volubilis_oil castor_oil sucrose_cocoate ceratonia_siliqua_gum potassium_chloride xanthan_gum disodium_edta trisodium_edta chlorphenesin phenoxyethanol parfum linalool benzyl_salicylate alpha-isomethyl_ionone hexyl_cinnamal citronellol ci_14700 ci_19140,1,Hydrating & Anti-Aging
Chantecaille Bio Lift Mask - 50ml,Mask,"['rosa damascena', 'propanediol', 'capric triglyceride', 'glycerin', 'coco-caprylate', 'c12-20', 'potassium cetyl phosphate', 'carbomer', 'saccharide isomerate', 'phenoxyethanol', 'titanium dioxide', 'ethylhexyl glycerin', 'c12-13', 'prunus armeniaca fruit extract', 'sodium hydroxide', 'citrus aurantium dulcis', 'pullulan', 'imperata cylindrica root extract', 'chondrus crispus extract', 'propylene glycol', 'disodium edta', 'triticum vulgare bran extract', 'bisabolol', 'pentylene glycol', 'tocopheryl acetate', 'butylene glycol', 'algae extract', 'rosa damascena', 'sodium hyaluronate', 'citronellol', 'peg-8', 'acacia decurrens wax', 'jasminum grandiflorum flower extract', 'narcissus poeticus flower wax', 'pelargonium graveolens extract', 'citric acid', 'sodium citrate', 'geraniol', 'caprylyl glycol', 'centella asiatica extract', 'tocopherol', 'saxifraga sarmentosa extract', 'sodium benzoate', 'ascorbyl palmitate', 'potassium sorbate', 'linalool', 'acetyl hexapeptide-8', 'acrylates/c10-30 alkyl', 'ascorbic acid']","['rosa damascena', 'propanediol', 'capric triglyceride', 'glycerin', 'coco-caprylate', 'c12-20', 'potassium cetyl phosphate', 'carbomer', 'saccharide isomerate', 'phenoxyethanol', 'titanium dioxide', 'ethylhexyl glycerin', 'c12-13', 'prunus armeniaca fruit extract', 'sodium hydroxide', 'citrus aurantium dulcis', 'pullulan', 'imperata cylindrica root extract', 'chondrus crispus extract', 'propylene glycol', 'disodium edta', 'triticum vulgare bran extract', 'bisabolol', 'pentylene glycol', 'tocopheryl acetate', 'butylene glycol', 'algae extract', 'rosa damascena', 'sodium hyaluronate', 'citronellol', 'peg-8', 'acacia decurrens wax', 'jasminum grandiflorum flower extract', 'narcissus poeticus flower wax', 'pelargonium graveolens extract', 'citric acid', 'sodium citrate', 'geraniol', 'caprylyl glycol', 'centella asiatica extract', 'tocopherol', 'saxifraga sarmentosa extract', 'sodium benzoate', 'ascorbyl palmitate', 'potassium sorbate', 'linalool', 'acetyl hexapeptide-8', 'acrylates/c10-30 alkyl', 'ascorbic acid']",49,2960000.0,High,rosa damascena propanediol capric triglyceride glycerin coco-caprylate c12-20 potassium cetyl phosphate carbomer saccharide isomerate phenoxyethanol titanium dioxide ethylhexyl glycerin c12-13 prunus armeniaca fruit extract sodium hydroxide citrus aurantium dulcis pullulan imperata cylindrica root extract chondrus crispus extract propylene glycol disodium edta triticum vulgare bran extract bisabolol pentylene glycol tocopheryl acetate butylene glycol algae extract rosa damascena sodium hyaluronate citronellol peg-8 acacia decurrens wax jasminum grandiflorum flower extract narcissus poeticus flower wax pelargonium graveolens extract citric acid sodium citrate geraniol caprylyl glycol centella asiatica extract tocopherol saxifraga sarmentosa extract sodium benzoate ascorbyl palmitate potassium sorbate linalool acetyl hexapeptide-8 acrylates/c10-30 alkyl ascorbic acid,rosa_damascena propanediol capric_triglyceride glycerin coco-caprylate c12-20 potassium_cetyl_phosphate carbomer saccharide_isomerate phenoxyethanol titanium_dioxide ethylhexyl_glycerin c12-13 prunus_armeniaca_fruit_extract sodium_hydroxide citrus_aurantium_dulcis pullulan imperata_cylindrica_root_extract chondrus_crispus_extract propylene_glycol disodium_edta triticum_vulgare_bran_extract bisabolol pentylene_glycol tocopheryl_acetate butylene_glycol algae_extract rosa_damascena sodium_hyaluronate citronellol peg-8 acacia_decurrens_wax jasminum_grandiflorum_flower_extract narcissus_poeticus_flower_wax pelargonium_graveolens_extract citric_acid sodium_citrate geraniol caprylyl_glycol centella_asiatica_extract tocopherol saxifraga_sarmentosa_extract sodium_benzoate ascorbyl_palmitate potassium_sorbate linalool acetyl_hexapeptide-8 acrylates/c10-30_alkyl ascorbic_acid,1,Hydrating & Anti-Aging
Rodial Dragon's Blood Eye Mask Single,Mask,"['butylene glycol', 'glycerin', 'propanediol', 'croton lechleri resin extract', 'olea europaea fruit oil', 'phenoxyethanol', 'ethylhexyl glycerin', 'scutellaria baicalensis extract', 'carbomer', 'arganine', 'glyceryl caprylate', 'xanthan gum', 'panthenol', 'arnica montana extract', 'sodium citrate', 'polysorbate-20', 'sodium hyaluronate', 'tocopheryl acetate', 'allantoin', 'disodium edta', 'parfum', 'hydrolyzed collagen', 'morus alba bark extract', 'hamamelis virginiana', 'pentylene glycol']","['butylene glycol', 'glycerin', 'propanediol', 'croton lechleri resin extract', 'olea europaea fruit oil', 'phenoxyethanol', 'ethylhexyl glycerin', 'scutellaria baicalensis extract', 'carbomer', 'arganine', 'glyceryl caprylate', 'xanthan gum', 'panthenol', 'arnica montana extract', 'sodium citrate', 'polysorbate-20', 'sodium hyaluronate', 'tocopheryl acetate', 'allantoin', 'disodium edta', 'parfum', 'hydrolyzed collagen', 'morus alba bark extract', 'hamamelis virginiana', 'pentylene glycol']",25,120000.0,Low,butylene glycol glycerin propanediol croton lechleri resin extract olea europaea fruit oil phenoxyethanol ethylhexyl glycerin scutellaria baicalensis extract carbomer arganine glyceryl caprylate xanthan gum panthenol arnica montana extract sodium citrate polysorbate-20 sodium hyaluronate tocopheryl acetate allantoin disodium edta parfum hydrolyzed collagen morus alba bark extract hamamelis virginiana pentylene glycol,butylene_glycol glycerin propanediol croton_lechleri_resin_extract olea_europaea_fruit_oil phenoxyethanol ethylhexyl_glycerin scutellaria_baicalensis_extract carbomer arganine glyceryl_caprylate xanthan_gum panthenol arnica_montana_extract sodium_citrate polysorbate-20 sodium_hyaluronate tocopheryl_acetate allantoin disodium_edta parfum hydrolyzed_collagen morus_alba_bark_extract hamamelis_virginiana pentylene_glycol,1,Hydrating & Anti-Aging
BeautyPro CBD Oil Infused Sheet Mask 22ml,Mask,"['cannabis sativa extract', 'pentylene glycol', 'arnica montana extract', 'glycerin', 'hibiscus esculentus fruit extract', 'dioscorea opposita root extract', 'linum usitatissimum flower extract', 'salvia hispanica herb extract', 'cannabis sativa extract', 'lavandula angustifolia', 'rosmarinus officinalis extract', 'chamomilla recutita flower oil', 'rosa canina flower oil']","['cannabis sativa extract', 'pentylene glycol', 'arnica montana extract', 'glycerin', 'hibiscus esculentus fruit extract', 'dioscorea opposita root extract', 'linum usitatissimum flower extract', 'salvia hispanica herb extract', 'cannabis sativa extract', 'lavandula angustifolia', 'rosmarinus officinalis extract', 'chamomilla recutita flower oil', 'rosa canina flower oil']",13,119000.0,Low,cannabis sativa extract pentylene glycol arnica montana extract glycerin hibiscus esculentus fruit extract dioscorea opposita root extract linum usitatissimum flower extract salvia hispanica herb extract cannabis sativa extract lavandula angustifolia rosmarinus officinalis extract chamomilla recutita flower oil rosa canina flower oil,cannabis_sativa_extract pentylene_glycol arnica_montana_extract glycerin hibiscus_esculentus_fruit_extract dioscorea_opposita_root_extract linum_usitatissimum_flower_extract salvia_hispanica_herb_extract cannabis_sativa_extract lavandula_angustifolia rosmarinus_officinalis_extract chamomilla_recutita_flower_oil rosa_canina_flower_oil,0,Exfoliating & Brightening
Origins Out of Trouble 10 Minute Mask to Rescue Problem Skin 75ml,Mask,"['cetyl esters', 'zinc oxide', 'titanium dioxide', 'cetyl alcohol', 'cetearyl alcohol', 'glycerin', 'glyceryl stearate', 'peg-100 stearate', 'camphor', 'ceteareth 20', 'salicylic acid', 'colloidal sulfur', 'butylene glycol', 'bentonite', 'caprylyl glycol', 'hexylene glycol', 'phenoxyethanol']","['cetyl esters', 'zinc oxide', 'titanium dioxide', 'cetyl alcohol', 'cetearyl alcohol', 'glycerin', 'glyceryl stearate', 'peg-100 stearate', 'camphor', 'ceteareth 20', 'salicylic acid', 'colloidal sulfur', 'butylene glycol', 'bentonite', 'caprylyl glycol', 'hexylene glycol', 'phenoxyethanol']",17,440000.0,Medium,cetyl esters zinc oxide titanium dioxide cetyl alcohol cetearyl alcohol glycerin glyceryl stearate peg-100 stearate camphor ceteareth 20 salicylic acid colloidal sulfur butylene glycol bentonite caprylyl glycol hexylene glycol phenoxyethanol,cetyl_esters zinc_oxide titanium_dioxide cetyl_alcohol cetearyl_alcohol glycerin glyceryl_stearate peg-100_stearate camphor ceteareth_20 salicylic_acid colloidal_sulfur butylene_glycol bentonite caprylyl_glycol hexylene_glycol phenoxyethanol,1,Hydrating & Anti-Aging
Dr.Jart+ Cicapair Tiger Grass Calming Mask,Mask,"['butylene glycol', 'glycerin', 'niacinamide', '1,2-hexanediol', 'melia azadirachta flower extract', 'carbomer', 'polyglyceryl-10 laurate', 'arganine', 'dextrin', 'allantoin', 'dipotassium glycyrrhizate', 'hydroxyethyl cellulose', 'melia azadirachta flower extract', 'polyglyceryl-10 myristate', 'caramel', 'ethylhexyl glycerin', 'adenosine', 'disodium edta', 'glyceryl acrylate/acrylic acid copolymer', 'pvm/ma', 'parfum', 'sodium hyaluronate', 'capric triglyceride', 'anthemis nobilis flower water', 'citrus aurantium bergamia', 'lavandula angustifolia', 'rosmarinus officinalis extract', 'methyl lactate', 'ethyl menthane carboxamide', 'methyl diisopropyl propionamide', 'hydrogenated lecithin', 'polyglyceryl-10 oleate', 'asiatic acid', 'asiaticoside', 'madecassic acid', 'centella asiatica extract', 'madecassoside']","['butylene glycol', 'glycerin', 'niacinamide', '1,2-hexanediol', 'melia azadirachta flower extract', 'carbomer', 'polyglyceryl-10 laurate', 'arganine', 'dextrin', 'allantoin', 'dipotassium glycyrrhizate', 'hydroxyethyl cellulose', 'melia azadirachta flower extract', 'polyglyceryl-10 myristate', 'caramel', 'ethylhexyl glycerin', 'adenosine', 'disodium edta', 'glyceryl acrylate/acrylic acid copolymer', 'pvm/ma', 'parfum', 'sodium hyaluronate', 'capric triglyceride', 'anthemis nobilis flower water', 'citrus aurantium bergamia', 'lavandula angustifolia', 'rosmarinus officinalis extract', 'methyl lactate', 'ethyl menthane carboxamide', 'methyl diisopropyl propionamide', 'hydrogenated lecithin', 'polyglyceryl-10 oleate', 'asiatic acid', 'asiaticoside', 'madecassic acid', 'centella asiatica extract', 'madecassoside']",37,110000.0,Low,"butylene glycol glycerin niacinamide 1,2-hexanediol melia azadirachta flower extract carbomer polyglyceryl-10 laurate arganine dextrin allantoin dipotassium glycyrrhizate hydroxyethyl cellulose melia azadirachta flower extract polyglyceryl-10 myristate caramel ethylhexyl glycerin adenosine disodium edta glyceryl acrylate/acrylic acid copolymer pvm/ma parfum sodium hyaluronate capric triglyceride anthemis nobilis flower water citrus aurantium bergamia lavandula angustifolia rosmarinus officinalis extract methyl lactate ethyl menthane carboxamide methyl diisopropyl propionamide hydrogenated lecithin polyglyceryl-10 oleate asiatic acid asiaticoside madecassic acid centella asiatica extract madecassoside","butylene_glycol glycerin niacinamide 1,2-hexanediol melia_azadirachta_flower_extract carbomer polyglyceryl-10_laurate arganine dextrin allantoin dipotassium_glycyrrhizate hydroxyethyl_cellulose melia_azadirachta_flower_extract polyglyceryl-10_myristate caramel ethylhexyl_glycerin adenosine disodium_edta glyceryl_acrylate/acrylic_acid_copolymer pvm/ma parfum sodium_hyaluronate capric_triglyceride anthemis_nobilis_flower_water citrus_aurantium_bergamia lavandula_angustifolia rosmarinus_officinalis_extract methyl_lactate ethyl_menthane_carboxamide methyl_diisopropyl_propionamide hydrogenated_lecithin polyglyceryl-10_oleate asiatic_acid asiaticoside madecassic_acid centella_asiatica_extract madecassoside",1,Hydrating & Anti-Aging
Lancôme Génifique Hydrogel Sheet Mask (1 Mask),Mask,"['butylene glycol', 'bifida ferment lysate', 'glycerin', 'bis-peg-18 methyl ether dimethyl', 'hydroxyethylpiperazine ethane sulfonic acid', 'alcohol denat', 'peg-20', 'sodium benzoate', 'sodium hydroxide', 'phenoxyethanol', 'adenosine', 'ppg-3 myristyl ether', 'chlorphenesin', 'salicyloyl phytosphingosine', 'ammonium polyacryloyldmethyl taurate', 'limonene', 'carbomer', 'citronellol', 'parfum']","['butylene glycol', 'bifida ferment lysate', 'glycerin', 'bis-peg-18 methyl ether dimethyl', 'hydroxyethylpiperazine ethane sulfonic acid', 'alcohol denat', 'peg-20', 'sodium benzoate', 'sodium hydroxide', 'phenoxyethanol', 'adenosine', 'ppg-3 myristyl ether', 'chlorphenesin', 'salicyloyl phytosphingosine', 'ammonium polyacryloyldmethyl taurate', 'limonene', 'carbomer', 'citronellol', 'parfum']",19,324000.0,Medium,butylene glycol bifida ferment lysate glycerin bis-peg-18 methyl ether dimethyl hydroxyethylpiperazine ethane sulfonic acid alcohol denat peg-20 sodium benzoate sodium hydroxide phenoxyethanol adenosine ppg-3 myristyl ether chlorphenesin salicyloyl phytosphingosine ammonium polyacryloyldmethyl taurate limonene carbomer citronellol parfum,butylene_glycol bifida_ferment_lysate glycerin bis-peg-18_methyl_ether_dimethyl hydroxyethylpiperazine_ethane_sulfonic_acid alcohol_denat peg-20 sodium_benzoate sodium_hydroxide phenoxyethanol adenosine ppg-3_myristyl_ether chlorphenesin salicyloyl_phytosphingosine ammonium_polyacryloyldmethyl_taurate limonene carbomer citronellol parfum,1,Hydrating & Anti-Aging
Holika Holika Skin Rescuer Mask Sheet - Collagen,Mask,"['glycerin', 'isopentyldiol', 'dipropylene glycol', 'butylene glycol', 'centella asiatica extract', 'paeonia suffruticosa extract', 'sodium hyaluronate', '1,2-hexanediol', 'castor oil', 'chamomilla recutita flower oil', 'carbomer', 'arganine', 'glyceryl caprylate', 'hydroxyethyl cellulose', 'ethylhexyl glycerin', 'hydrolyzed collagen', 'citrus aurantium dulcis', 'citrus grandis', 'salvia officinalis', 'malva sylvestris extract', 'citrus limon juice extract', 'scabiosa arvensis extract', 'lavandula angustifolia', 'pelargonium graveolens extract', 'ocimum basilicum (basil) oil', 'rosmarinus officinalis extract', 'salvia sclarea', 'glycosphingolipids', 'glycolipids', 'caprylyl glycol', 'acetyl hexapeptide-8', 'disodium edta']","['glycerin', 'isopentyldiol', 'dipropylene glycol', 'butylene glycol', 'centella asiatica extract', 'paeonia suffruticosa extract', 'sodium hyaluronate', '1,2-hexanediol', 'castor oil', 'chamomilla recutita flower oil', 'carbomer', 'arganine', 'glyceryl caprylate', 'hydroxyethyl cellulose', 'ethylhexyl glycerin', 'hydrolyzed collagen', 'citrus aurantium dulcis', 'citrus grandis', 'salvia officinalis', 'malva sylvestris extract', 'citrus limon juice extract', 'scabiosa arvensis extract', 'lavandula angustifolia', 'pelargonium graveolens extract', 'ocimum basilicum (basil) oil', 'rosmarinus officinalis extract', 'salvia sclarea', 'glycosphingolipids', 'glycolipids', 'caprylyl glycol', 'acetyl hexapeptide-8', 'disodium edta']",32,79000.0,Low,"glycerin isopentyldiol dipropylene glycol butylene glycol centella asiatica extract paeonia suffruticosa extract sodium hyaluronate 1,2-hexanediol castor oil chamomilla recutita flower oil carbomer arganine glyceryl caprylate hydroxyethyl cellulose ethylhexyl glycerin hydrolyzed collagen citrus aurantium dulcis citrus grandis salvia officinalis malva sylvestris extract citrus limon juice extract scabiosa arvensis extract lavandula angustifolia pelargonium graveolens extract ocimum basilicum (basil) oil rosmarinus officinalis extract salvia sclarea glycosphingolipids glycolipids caprylyl glycol acetyl hexapeptide-8 disodium edta","glycerin isopentyldiol dipropylene_glycol butylene_glycol centella_asiatica_extract paeonia_suffruticosa_extract sodium_hyaluronate 1,2-hexanediol castor_oil chamomilla_recutita_flower_oil carbomer arganine glyceryl_caprylate hydroxyethyl_cellulose ethylhexyl_glycerin hydrolyzed_collagen citrus_aurantium_dulcis citrus_grandis salvia_officinalis malva_sylvestris_extract citrus_limon_juice_extract scabiosa_arvensis_extract lavandula_angustifolia pelargonium_graveolens_extract ocimum_basilicum_(basil)_oil rosmarinus_officinalis_extract salvia_sclarea glycosphingolipids glycolipids caprylyl_glycol acetyl_hexapeptide-8 disodium_edta",1,Hydrating & Anti-Aging
AHAVA Single Use Clearing Mask 6ml,Mask,"['kaolin', 'glycerin', 'aloe barbadenis extract', 'glyceryl stearate', 'propanediol', 'synthetic fluorphlogopite', 'silt', 'titanium dioxide', 'ci 77861', 'butylene glycol', 'calendula officinalis extract', '10-hydroxydecanoic acid', 'sebacic acid', 'caprylyl glycol', 'chlorphenesin', 'phenoxyethanol', 'bisabolol', 'simmondsia chinensis leaf extract', 'xanthan gum', 'magnesium aluminum silicate', 'linum usitatissimum flower extract', 'sodium levulinate', 'honokiol', 'magnolol', '1,2-hexanediol', 'silica', 'ci 77007', 'allantoin', 'parfum', 'dipotassium glycyrrhizate', 'maris sal', 'maris aqua', 'tetrahydropiperine', 'ci 77510']","['kaolin', 'glycerin', 'aloe barbadenis extract', 'glyceryl stearate', 'propanediol', 'synthetic fluorphlogopite', 'silt', 'titanium dioxide', 'ci 77861', 'butylene glycol', 'calendula officinalis extract', '10-hydroxydecanoic acid', 'sebacic acid', 'caprylyl glycol', 'chlorphenesin', 'phenoxyethanol', 'bisabolol', 'simmondsia chinensis leaf extract', 'xanthan gum', 'magnesium aluminum silicate', 'linum usitatissimum flower extract', 'sodium levulinate', 'honokiol', 'magnolol', '1,2-hexanediol', 'silica', 'ci 77007', 'allantoin', 'parfum', 'dipotassium glycyrrhizate', 'maris sal', 'maris aqua', 'tetrahydropiperine', 'ci 77510']",34,47200.0,Low,"kaolin glycerin aloe barbadenis extract glyceryl stearate propanediol synthetic fluorphlogopite silt titanium dioxide ci 77861 butylene glycol calendula officinalis extract 10-hydroxydecanoic acid sebacic acid caprylyl glycol chlorphenesin phenoxyethanol bisabolol simmondsia chinensis leaf extract xanthan gum magnesium aluminum silicate linum usitatissimum flower extract sodium levulinate honokiol magnolol 1,2-hexanediol silica ci 77007 allantoin parfum dipotassium glycyrrhizate maris sal maris aqua tetrahydropiperine ci 77510","kaolin glycerin aloe_barbadenis_extract glyceryl_stearate propanediol synthetic_fluorphlogopite silt titanium_dioxide ci_77861 butylene_glycol calendula_officinalis_extract 10-hydroxydecanoic_acid sebacic_acid caprylyl_glycol chlorphenesin phenoxyethanol bisabolol simmondsia_chinensis_leaf_extract xanthan_gum magnesium_aluminum_silicate linum_usitatissimum_flower_extract sodium_levulinate honokiol magnolol 1,2-hexanediol silica ci_77007 allantoin parfum dipotassium_glycyrrhizate maris_sal maris_aqua tetrahydropiperine ci_77510",1,Hydrating & Anti-Aging
FARMACY Honey Potion Renewing Antioxidant Hydration Mask,Mask,"['glycerin', 'diglycerin', 'polyglyceryl-10 stearate', 'mel', 'propolis extract', 'royal jelly', 'panthenol', 'capric triglyceride', 'hippophae rhamnoides extract', 'zingiber officinale root extract', 'allantoin', 'phenoxyethanol', 'echinacea purpurea extract', 'mel', 'aroma', 'vanillyl butyl ether']","['glycerin', 'diglycerin', 'polyglyceryl-10 stearate', 'mel', 'propolis extract', 'royal jelly', 'panthenol', 'capric triglyceride', 'hippophae rhamnoides extract', 'zingiber officinale root extract', 'allantoin', 'phenoxyethanol', 'echinacea purpurea extract', 'mel', 'aroma', 'vanillyl butyl ether']",16,720000.0,High,glycerin diglycerin polyglyceryl-10 stearate mel propolis extract royal jelly panthenol capric triglyceride hippophae rhamnoides extract zingiber officinale root extract allantoin phenoxyethanol echinacea purpurea extract mel aroma vanillyl butyl ether,glycerin diglycerin polyglyceryl-10_stearate mel propolis_extract royal_jelly panthenol capric_triglyceride hippophae_rhamnoides_extract zingiber_officinale_root_extract allantoin phenoxyethanol echinacea_purpurea_extract mel aroma vanillyl_butyl_ether,1,Hydrating & Anti-Aging
Liz Earle Deep Cleansing Mask 75ml,Mask,"['aloe barbadenis extract', 'kaolin', 'mel', 'illite', 'glycerin', 'glyceryl stearate se', 'propolis cera (propolis wax)', 'bentonite', 'alcohol', 'xanthan gum', 'pelargonium graveolens extract', 'phenoxyethanol', 'decyl glucoside', 'sodium hydroxide', 'ethylhexyl glycerin', 'benzoic acid', 'dehydroacetic acid', 'citronellol', 'potassium sorbate', 'citric acid']","['aloe barbadenis extract', 'kaolin', 'mel', 'illite', 'glycerin', 'glyceryl stearate se', 'propolis cera (propolis wax)', 'bentonite', 'alcohol', 'xanthan gum', 'pelargonium graveolens extract', 'phenoxyethanol', 'decyl glucoside', 'sodium hydroxide', 'ethylhexyl glycerin', 'benzoic acid', 'dehydroacetic acid', 'citronellol', 'potassium sorbate', 'citric acid']",20,380000.0,Medium,aloe barbadenis extract kaolin mel illite glycerin glyceryl stearate se propolis cera (propolis wax) bentonite alcohol xanthan gum pelargonium graveolens extract phenoxyethanol decyl glucoside sodium hydroxide ethylhexyl glycerin benzoic acid dehydroacetic acid citronellol potassium sorbate citric acid,aloe_barbadenis_extract kaolin mel illite glycerin glyceryl_stearate_se propolis_cera_(propolis_wax) bentonite alcohol xanthan_gum pelargonium_graveolens_extract phenoxyethanol decyl_glucoside sodium_hydroxide ethylhexyl_glycerin benzoic_acid dehydroacetic_acid citronellol potassium_sorbate citric_acid,2,Acne & Purifying
